id,name,weight
2331,Flute_n_Piccolo,1
2332,DrWLHarrrisonII,1
2333,msheiurshe,1
2334,tomekirk,1
2335,4Luke18,1
2336,newsrake,1
2337,KellyMcRebelII,1
2338,CarolinaSistah,1
2339,GoGlobalTravel,1
2340,thepathoflife,1
2341,dhowell3577,1
2342,tapatio_dab,1
2343,otownbaby,1
2344,childofgod7862,1
2345,nova661976,2
2346,gerriewatson,1
2347,shafiqrahman99,1
2348,Nandofer82E,1
2349,VigilantChrist,2
2350,ohgodnotyou2,1
2351,paulbassnet,1
2352,NatasjaYonce,2
2353,italygirl330,1
2354,seraphimcode,1
2355,OliveBranchRPT,1
2356,MercyRainz,1
2357,Gen1_29,1
2358,Justa_J_P,1
2359,djsiilver,1
2360,buffs_place,1
2361,AnnetteAshley,1
2362,snoopmx,1
2363,diddymcc,1
2364,supersquirrelst,1
2365,NFLDraftFanati1,1
2366,zennie62,4
2367,megmakes016,1
2368,Edheel,1
2369,sandra_midgett,2
2370,ellenmead3,1
2371,jncdowns,1
2372,momsprojects,1
2373,LisaKemb2,1
2374,madjon51,1
2375,kalama96713,1
2376,enchanted_lady1,2
2377,COUNTY1124,1
2378,DebiGavinplexus,1
2379,Tncountrygal,1
2380,nikkarose1234,1
2381,WWVa_GAL,1
2382,RCDExpress,1
2383,plrkid,1
2384,KentBottles,1
2385,boardwlk17,1
2386,eggie1229,1
2387,cmef1,1
2388,GingerWGodfree,1
2389,pkdw2015,1
2390,203CARAUDIO,1
2391,IA2Hunt,1
2392,MrsHowde,1
2393,HarmonieSafaris,1
2394,dwthomp,1
2395,ElijahFreeman2,1
2396,jayattaway,1
2397,jessehermanking,1
2398,tamkyn,1
2399,Jeaniegirllll,1
2400,Petchary,1
2401,DameGrande,1
2402,Chrissy15851,1
2403,reysr4,1
2404,sandra20395868,1
2405,Oceans_viewer,1
2406,patriotjeff01,1
2407,roaldc48,2
2408,rwood2477,1
2409,darcyholloway90,1
2410,Irisheyes490,1
2411,yankeefashions,1
2412,Tracy_S_Webster,1
2413,dhqyth,1
2414,drdivinity,1
2415,ThelmaHamm3,1
2416,joshmelissa4,1
2417,GraybealKayla,1
2418,jimpitts1,1
2419,InternetLisa,1
2420,Jules_2010,1
2421,FrancisCornely,1
2422,dolphinluvr35,1
2423,TeennaMarie,1
2424,zwerlo,1
2425,jus1_kimberely,1
2426,rodwiley,2
2427,trooper753,1
2428,AnitaPettry,1
2429,limatony1961,1
2430,URTheBank,1
2431,Kimmiekat45,1
2432,ladymac50707,1
2433,Frontpagewire,1
2434,navasuewokedu,1
2435,Handmadeinvite,1
2436,SaraZWood,1
2437,YAMARIZZ1,1
2438,LarryColeman4,1
2439,savoycurtis,1
2440,suestalcup,1
2441,Aaron4197,1
2442,Quackenbush88,1
2443,NWBLLC,1
2444,24Kats,1
2445,kathrynkaysen,1
2446,thatimportguy,1
2447,Diannas31314622,1
2448,Davidkennamer,1
2449,tennisbum959108,1
2450,RonsTees,2
2451,tntarheel,1
2452,JosephM19502854,1
2453,ChristsTiger,1
2454,johnjr1734286,1
2455,Dunham_Robert,1
2456,heather_kreger,1
2457,doorgunnerptsd6,1
2458,Raventlynn,1
2459,Debseeley,1
2460,sew2fine,1
2461,PassionPartyUS,1
2462,zpatz54,1
2463,oktwiteresa,1
2464,bobl33036,1
2465,diannawolfe13,1
2466,laridor1,1
2467,BlacketerRobin,1
2468,MoralEthicsNow1,1
2469,NYYankeeDude,1
2470,denise1mail69,1
2471,RobertW66071991,1
2472,MelanieDunagan,1
2473,Teresadrake,1
2474,adelphi,1
2475,madmomnotodrugs,1
2476,Stephanieemmett,1
2477,myharley132,1
2478,Anne_R_u_Ok,1
2479,steelersfnsmeet,1
2480,deegvincent,1
2481,DAPUTERSHACK,1
2482,sgasker,1
2483,lastevens,1
2484,DUANEALLEN,2
2485,kate_jensen,1
2486,HeresThePitch,2
2487,LorenaAshcroft,1
2488,DianeLCernovich,1
2489,aandrsn,1
2490,sheilasheila58,1
2491,RevolutionFL25,1
2492,rosi414,1
2493,perfectprocess,2
2494,HTribolet,1
2495,KathyWi01380106,1
2496,GurishNancy,1
2497,littletboca,1
2498,chabot4me,1
2499,Cumbia321,1
2500,wareagle_81,1
2501,slarson2,1
2502,randy08452819,1
2503,MisDelilah,1
2504,OccupySecurity,1
2505,Louanne80618750,1
2506,jeebling,1
2507,badlittlecar,1
2508,coulsongirls,1
2509,dvapwr50,1
2510,JodiePierce5761,1
2511,WandaRufin,1
2512,Kiera4America,1
2513,plantlady293,1
2514,nc2fl2011,1
2515,jechoot1,1
2516,DonnaChermark1,1
2517,ChrisTwinlings,1
2518,MacDaddy611,1
2519,disgruntledtrkr,1
2520,VoirDireNews,1
2521,stevenfbuss,1
2522,BBBubby77,1
2523,melvinwalsh12,1
2524,vickycuba1,1
2525,BreakingNewsGl2,1
2526,pemersonvb111,1
2527,mollytwo1,2
2528,pont1269,1
2529,LaqiMuSeediq,1
2530,PaulaCassarino,1
2531,mourningdove76,1
2532,boysnana372,1
2533,Callistophone,1
2534,mjvasquez671,1
2535,blondemercedes2,1
2536,doreenb8,1
2537,Lakota54,1
2538,cattinks,1
2539,YesImRight1,1
2540,unitenotdivided,1
2541,wmdou,1
2542,JamesWa55188246,1
2543,dbeard8987,1
2544,bsusanwalker,1
2545,Texas_Troy,1
2546,tomkerrigan415,1
2547,ArmedMommy,1
2548,Trichiemd,1
2549,memasx2,1
2550,den2114,1
2551,rt119st,1
2552,TodIngram,1
2553,tedkieper,1
2554,ccsr369,1
2555,jpharley3000,1
2556,Stagecoach89429,1
2557,ShoreBarb,1
2558,DennisClarke_II,1
2559,wkirkm,1
2560,kitten_nc,1
2561,DebraSm67309127,1
2562,Anny360,1
2563,Chelattt,1
2564,WandaMiller5102,1
2565,OnlinePatriots,1
2566,loridehenaut,1
2567,MarvLBluechip,1
2568,Garygaryaug,1
2569,janismclaren1,1
2570,jcoxner,1
2571,VoiceOverPerson,1
2572,stlmocuz,1
2573,Katherineprovo1,1
2574,ProudDeps,1
2575,NikicNiki,1
2576,JohnFavere,1
2577,Dspinogatti,1
2578,NorCalKay_Deux,1
2579,solmaxion,1
2580,grameezprgrsive,1
2581,USADailyInfo,1
2582,rhummer48,1
2583,dlaspca,1
2584,MPS1935,1
2585,jonithoreau,1
2586,coopracingcar,1
2587,kaydens_trade,1
2588,latta_judy,1
2589,PaulineMcGrat14,1
2590,Queenyati,1
2591,OnistAbe,1
2592,RobertStl1ras,1
